algorithm,data_type,threshold,n,mean_ms,median_ms,stddev_ms
merge_hybrid,reverse,50,47700,18.0082,17.953,0.136699
merge_hybrid,reverse,50,47800,17.974,17.959,0.0427832
merge_hybrid,reverse,50,47900,18.454,18.167,0.419333
merge_hybrid,reverse,50,48000,20.4798,20.182,2.03876
merge_hybrid,reverse,50,48100,18.6988,18.667,0.528953
merge_hybrid,reverse,50,48200,18.9102,18.967,0.36975
merge_hybrid,reverse,50,48300,18.6808,18.717,0.241116
merge_hybrid,reverse,50,48400,18.9394,18.891,0.429254
merge_hybrid,reverse,50,48500,18.0848,18.054,0.122712
merge_hybrid,reverse,50,48600,18.3644,18.251,0.447513
merge_hybrid,reverse,50,48700,18.6822,18.418,0.556453
merge_hybrid,reverse,50,48800,18.2322,18.215,0.0818178
merge_hybrid,reverse,50,48900,18.9898,18.183,1.58156
merge_hybrid,reverse,50,49000,18.6958,18.515,0.429727
merge_hybrid,reverse,50,49100,18.4892,18.543,0.109395
merge_hybrid,reverse,50,49200,19.5958,18.641,1.82
merge_hybrid,reverse,50,49300,18.6706,18.687,0.0805198
merge_hybrid,reverse,50,49400,18.998,18.85,0.353076
merge_hybrid,reverse,50,49500,19.1898,19.017,0.516512
merge_hybrid,reverse,50,49600,18.9904,18.913,0.239268
merge_hybrid,reverse,50,49700,21.137,19.389,3.17028
merge_hybrid,reverse,50,49800,19.5336,19.193,0.518214
merge_hybrid,reverse,50,49900,19.3142,19.356,0.16601
merge_hybrid,reverse,50,50000,20.1606,20.193,0.583189
merge_hybrid,reverse,50,50100,19.5424,19.432,0.33337
merge_hybrid,reverse,50,50200,19.3676,19.268,0.163515
merge_hybrid,reverse,50,50300,19.4734,19.265,0.418656
merge_hybrid,reverse,50,50400,21.295,21.159,1.27111
merge_hybrid,reverse,50,50500,19.748,19.492,0.472986
merge_hybrid,reverse,50,50600,20.727,20.045,1.80491
merge_hybrid,reverse,50,50700,21.9304,20.414,2.28426
merge_hybrid,reverse,50,50800,19.9024,19.595,0.407992
merge_hybrid,reverse,50,50900,19.6244,19.481,0.269602
merge_hybrid,reverse,50,51000,19.815,19.668,0.338888
merge_hybrid,reverse,50,51100,20.043,19.751,0.772638
merge_hybrid,reverse,50,51200,20.2928,20.416,0.513018
merge_hybrid,reverse,50,51300,21.3082,21.243,0.492209
merge_hybrid,reverse,50,51400,19.3118,19.231,0.269811
merge_hybrid,reverse,50,51500,19.2766,18.823,0.67383
merge_hybrid,reverse,50,51600,18.1168,18.115,0.0429017
merge_hybrid,reverse,50,51700,18.3884,18.395,0.369447
merge_hybrid,reverse,50,51800,17.7068,17.725,0.386763
merge_hybrid,reverse,50,51900,16.9956,16.857,0.35796
merge_hybrid,reverse,50,52000,16.36,16.32,0.12255
merge_hybrid,reverse,50,52100,16.2954,15.972,0.451818
merge_hybrid,reverse,50,52200,15.6106,15.412,0.39554
merge_hybrid,reverse,50,52300,15.4044,15.36,0.122575
merge_hybrid,reverse,50,52400,15.0252,15.024,0.0654199
merge_hybrid,reverse,50,52500,15.7996,15.744,0.411546
merge_hybrid,reverse,50,52600,19.7036,18.775,3.6605
merge_hybrid,reverse,50,52700,17.2642,17.532,1.91826
merge_hybrid,reverse,50,52800,15.626,15.589,0.173523
merge_hybrid,reverse,50,52900,15.5414,15.41,0.38573
merge_hybrid,reverse,50,53000,15.6968,15.381,0.634773
merge_hybrid,reverse,50,53100,16.1524,15.709,1.15742
merge_hybrid,reverse,50,53200,15.813,15.703,0.374271
merge_hybrid,reverse,50,53300,19.081,18.393,2.32139
merge_hybrid,reverse,50,53400,15.5972,15.653,0.10649
merge_hybrid,reverse,50,53500,16.6608,16.701,0.292371
merge_hybrid,reverse,50,53600,16.0868,15.863,0.469889
merge_hybrid,reverse,50,53700,16.1226,15.876,0.422207
merge_hybrid,reverse,50,53800,15.9964,15.975,0.0804676
merge_hybrid,reverse,50,53900,17.702,16.055,3.12942
merge_hybrid,reverse,50,54000,18.653,18.193,1.59908
merge_hybrid,reverse,50,54100,16.228,15.836,0.549614
merge_hybrid,reverse,50,54200,16.5804,16.807,0.488848
merge_hybrid,reverse,50,54300,16.1356,16.013,0.31427
merge_hybrid,reverse,50,54400,16.024,16.032,0.0185365
merge_hybrid,reverse,50,54500,16.1396,16.105,0.118038
merge_hybrid,reverse,50,54600,16.0868,15.933,0.233308
merge_hybrid,reverse,50,54700,16.4698,16.066,0.556108
merge_hybrid,reverse,50,54800,16.3672,16.04,0.516134
merge_hybrid,reverse,50,54900,16.3598,16.131,0.395733
merge_hybrid,reverse,50,55000,16.1322,16.112,0.0827584
merge_hybrid,reverse,50,55100,18.989,19.443,1.7592
merge_hybrid,reverse,50,55200,17.0976,17.453,0.463235
merge_hybrid,reverse,50,55300,16.7446,16.543,0.348846
merge_hybrid,reverse,50,55400,17.1136,17.108,0.449624
merge_hybrid,reverse,50,55500,16.6812,16.647,0.0888153
merge_hybrid,reverse,50,55600,16.686,16.69,0.0817411
merge_hybrid,reverse,50,55700,17.937,17.525,1.29947
merge_hybrid,reverse,50,55800,17.3564,17.018,0.885499
merge_hybrid,reverse,50,55900,16.9534,16.949,0.141796
merge_hybrid,reverse,50,56000,17.182,16.838,0.661234
merge_hybrid,reverse,50,56100,16.7458,16.6,0.362561
merge_hybrid,reverse,50,56200,16.5712,16.597,0.0822007
merge_hybrid,reverse,50,56300,19.2852,19.658,1.06663
merge_hybrid,reverse,50,56400,17.5918,17.512,0.205095
merge_hybrid,reverse,50,56500,17.5486,17.208,0.764847
merge_hybrid,reverse,50,56600,17.095,17.02,0.375174
merge_hybrid,reverse,50,56700,22.8148,23.728,2.21735
merge_hybrid,reverse,50,56800,17.0026,16.895,0.225469
merge_hybrid,reverse,50,56900,17.1816,17.15,0.257003
merge_hybrid,reverse,50,57000,17.3632,17.09,0.586521
merge_hybrid,reverse,50,57100,17.3724,17.317,0.160577
merge_hybrid,reverse,50,57200,17.6024,17.399,0.449192
merge_hybrid,reverse,50,57300,17.4378,17.335,0.156394
merge_hybrid,reverse,50,57400,17.7114,17.715,0.256999
merge_hybrid,reverse,50,57500,17.2366,17.23,0.045636
merge_hybrid,reverse,50,57600,17.5388,17.346,0.424244
merge_hybrid,reverse,50,57700,17.7672,17.517,0.403615
merge_hybrid,reverse,50,57800,17.965,17.78,0.387077
merge_hybrid,reverse,50,57900,17.699,17.462,0.553262
merge_hybrid,reverse,50,58000,17.6104,17.601,0.0665871
merge_hybrid,reverse,50,58100,17.3436,17.32,0.045284
merge_hybrid,reverse,50,58200,17.5366,17.403,0.264287
merge_hybrid,reverse,50,58300,17.6524,17.635,0.105371
merge_hybrid,reverse,50,58400,22.6952,24.722,3.12113
merge_hybrid,reverse,50,58500,17.555,17.504,0.0968029
merge_hybrid,reverse,50,58600,18.2784,18.076,0.46298
merge_hybrid,reverse,50,58700,18.3242,18.259,0.314351
merge_hybrid,reverse,50,58800,18.4142,18.277,0.409096
merge_hybrid,reverse,50,58900,18.3324,18.186,0.250403
merge_hybrid,reverse,50,59000,18.0832,18.068,0.0526057
merge_hybrid,reverse,50,59100,18.2536,18.157,0.257787
merge_hybrid,reverse,50,59200,18.6004,18.417,0.269814
merge_hybrid,reverse,50,59300,18.6424,18.588,0.381469
merge_hybrid,reverse,50,59400,18.127,17.852,0.380461
merge_hybrid,reverse,50,59500,17.9822,17.946,0.0883298
merge_hybrid,reverse,50,59600,18.2492,18.131,0.355333
merge_hybrid,reverse,50,59700,18.6068,18.279,0.680513
merge_hybrid,reverse,50,59800,22.8986,23.134,2.60802
merge_hybrid,reverse,50,59900,18.3592,18.304,0.237838
merge_hybrid,reverse,50,60000,18.427,18.435,0.0626642
merge_hybrid,reverse,50,60100,18.9,18.783,0.377303
merge_hybrid,reverse,50,60200,18.9724,18.717,0.684681
merge_hybrid,reverse,50,60300,23.059,22.033,3.19773
merge_hybrid,reverse,50,60400,18.6748,18.458,0.486365
merge_hybrid,reverse,50,60500,18.9782,18.791,0.329289
merge_hybrid,reverse,50,60600,19.2488,19.002,0.464213
merge_hybrid,reverse,50,60700,19.2712,19.125,0.276425
merge_hybrid,reverse,50,60800,22.2588,22.446,1.19154
merge_hybrid,reverse,50,60900,19.4258,19.064,0.62869
merge_hybrid,reverse,50,61000,19.1718,19.067,0.300942
merge_hybrid,reverse,50,61100,19.4614,19.163,0.440412
merge_hybrid,reverse,50,61200,20.2296,20.181,0.566723
merge_hybrid,reverse,50,61300,19.126,19.143,0.081496
merge_hybrid,reverse,50,61400,19.3516,19.504,0.332861
merge_hybrid,reverse,50,61500,19.0518,18.913,0.351961
merge_hybrid,reverse,50,61600,19.3906,19.54,0.426198
merge_hybrid,reverse,50,61700,19.3792,19.012,0.511283
merge_hybrid,reverse,50,61800,19.081,19.01,0.163553
merge_hybrid,reverse,50,61900,25.6436,25.015,2.20096
merge_hybrid,reverse,50,62000,19.6574,19.5,0.352329
merge_hybrid,reverse,50,62100,20.079,19.602,0.665615
merge_hybrid,reverse,50,62200,19.8232,19.564,0.502344
merge_hybrid,reverse,50,62300,20.1524,20.072,0.512998
merge_hybrid,reverse,50,62400,19.8326,19.674,0.324446
merge_hybrid,reverse,50,62500,20.3698,19.986,0.686274
merge_hybrid,reverse,50,62600,19.7224,19.652,0.170541
merge_hybrid,reverse,50,62700,19.658,19.572,0.363376
merge_hybrid,reverse,50,62800,20.1536,19.857,0.487108
merge_hybrid,reverse,50,62900,20.0428,20.112,0.378712
merge_hybrid,reverse,50,63000,20.1804,20.25,0.378716
merge_hybrid,reverse,50,63100,20.2038,20.085,0.332091
merge_hybrid,reverse,50,63200,24.1888,24.951,2.15163
merge_hybrid,reverse,50,63300,20.337,20.347,0.113546
merge_hybrid,reverse,50,63400,20.5316,20.476,0.476212
merge_hybrid,reverse,50,63500,20.146,19.825,0.464698
merge_hybrid,reverse,50,63600,20.4746,20.434,0.258196
merge_hybrid,reverse,50,63700,20.5592,20.43,0.471341
merge_hybrid,reverse,50,63800,20.854,20.765,0.21734
merge_hybrid,reverse,50,63900,20.6978,20.382,0.448166
merge_hybrid,reverse,50,64000,20.4482,20.423,0.0984427
merge_hybrid,reverse,50,64100,20.429,20.242,0.434185
merge_hybrid,reverse,50,64200,20.8558,20.391,0.707997
merge_hybrid,reverse,50,64300,20.4656,20.251,0.392133
merge_hybrid,reverse,50,64400,20.5488,20.436,0.306707
merge_hybrid,reverse,50,64500,21.1658,20.986,0.577544
merge_hybrid,reverse,50,64600,20.7934,20.325,0.642893
merge_hybrid,reverse,50,64700,20.8014,20.897,0.40478
merge_hybrid,reverse,50,64800,21.1754,21.134,0.547407
merge_hybrid,reverse,50,64900,20.9488,20.976,0.331164
merge_hybrid,reverse,50,65000,21.4138,21.272,0.586803
merge_hybrid,reverse,50,65100,21.3078,21.33,0.496419
merge_hybrid,reverse,50,65200,21.5762,21.521,0.312722
merge_hybrid,reverse,50,65300,21.873,22.192,0.423299
merge_hybrid,reverse,50,65400,21.3024,21.1,0.303841
merge_hybrid,reverse,50,65500,21.6398,21.46,0.451038
merge_hybrid,reverse,50,65600,21.3844,21.309,0.235165
merge_hybrid,reverse,50,65700,21.7524,21.628,0.524858
merge_hybrid,reverse,50,65800,21.3146,21.279,0.214006
merge_hybrid,reverse,50,65900,21.5046,21.173,0.522675
merge_hybrid,reverse,50,66000,23.2488,22.786,1.7585
merge_hybrid,reverse,50,66100,23.8672,24.687,1.34318
merge_hybrid,reverse,50,66200,21.9634,21.589,0.89225
merge_hybrid,reverse,50,66300,21.5226,21.749,0.296789
merge_hybrid,reverse,50,66400,23.2126,22.923,1.16458
merge_hybrid,reverse,50,66500,21.3404,21.174,0.342089
merge_hybrid,reverse,50,66600,21.706,21.589,0.418489
merge_hybrid,reverse,50,66700,23.2818,22.955,1.27319
merge_hybrid,reverse,50,66800,22.2822,22.056,0.635694
merge_hybrid,reverse,50,66900,21.8254,21.804,0.126217
merge_hybrid,reverse,50,67000,24.9236,23.948,2.88178
merge_hybrid,reverse,50,67100,28.0302,26.729,2.48439
merge_hybrid,reverse,50,67200,22.0028,21.933,0.37489
merge_hybrid,reverse,50,67300,22.1306,22.19,0.342422
merge_hybrid,reverse,50,67400,21.8926,21.882,0.13312
merge_hybrid,reverse,50,67500,22.0706,21.813,0.54368
merge_hybrid,reverse,50,67600,21.978,21.788,0.356914
merge_hybrid,reverse,50,67700,22.0506,21.821,0.348873
merge_hybrid,reverse,50,67800,22.3358,22.177,0.436348
merge_hybrid,reverse,50,67900,21.7992,21.797,0.0537007
merge_hybrid,reverse,50,68000,25.3754,22.856,3.44937
merge_hybrid,reverse,50,68100,22.7618,22.49,0.640888
merge_hybrid,reverse,50,68200,22.4262,22.347,0.215112
merge_hybrid,reverse,50,68300,24.8526,22.796,2.94264
merge_hybrid,reverse,50,68400,23.0374,22.871,0.352728
merge_hybrid,reverse,50,68500,24.3114,23.524,1.95381
merge_hybrid,reverse,50,68600,23.3716,23.528,0.397058
merge_hybrid,reverse,50,68700,22.2834,22.283,0.0914343
merge_hybrid,reverse,50,68800,22.8486,22.434,0.663423
merge_hybrid,reverse,50,68900,22.7256,22.524,0.346655
merge_hybrid,reverse,50,69000,22.595,22.537,0.25794
merge_hybrid,reverse,50,69100,23.0028,22.93,0.54953
merge_hybrid,reverse,50,69200,22.8066,22.595,0.521594
merge_hybrid,reverse,50,69300,22.7282,22.511,0.448684
merge_hybrid,reverse,50,69400,22.736,22.608,0.322933
merge_hybrid,reverse,50,69500,27.5098,25.442,3.20261
merge_hybrid,reverse,50,69600,23.399,23.072,0.644021
merge_hybrid,reverse,50,69700,23.5372,23.337,0.474015
merge_hybrid,reverse,50,69800,23.6406,23.67,0.130102
merge_hybrid,reverse,50,69900,23.4206,23.271,0.479543
merge_hybrid,reverse,50,70000,23.4454,23.091,0.633502
merge_hybrid,reverse,50,70100,24.8736,24.745,0.804641
merge_hybrid,reverse,50,70200,23.5954,23.428,0.43587
merge_hybrid,reverse,50,70300,23.9766,23.856,0.696431
merge_hybrid,reverse,50,70400,23.7108,23.718,0.177523
merge_hybrid,reverse,50,70500,23.5054,23.113,0.717676
merge_hybrid,reverse,50,70600,23.925,23.564,0.614547
merge_hybrid,reverse,50,70700,23.54,23.636,0.202884
merge_hybrid,reverse,50,70800,24.4226,24.082,0.757579
merge_hybrid,reverse,50,70900,24.4916,24.105,0.725086
merge_hybrid,reverse,50,71000,24.5838,24.712,0.40032
merge_hybrid,reverse,50,71100,24.5842,24.423,0.60544
merge_hybrid,reverse,50,71200,24.9538,24.461,1.02624
merge_hybrid,reverse,50,71300,24.1798,24.091,0.268501
merge_hybrid,reverse,50,71400,24.318,24.058,0.552784
merge_hybrid,reverse,50,71500,23.6038,23.58,0.106377
merge_hybrid,reverse,50,71600,27.0424,26.259,2.9026
merge_hybrid,reverse,50,71700,28.9954,30.359,2.90524
merge_hybrid,reverse,50,71800,33.1836,32.066,2.05603
merge_hybrid,reverse,50,71900,31.1378,31.351,4.58568
merge_hybrid,reverse,50,72000,24.9412,24.801,0.575245
merge_hybrid,reverse,50,72100,25.8106,24.812,1.47669
merge_hybrid,reverse,50,72200,24.7322,24.954,0.448969
merge_hybrid,reverse,50,72300,24.7178,24.7,0.230747
merge_hybrid,reverse,50,72400,25.1896,25.165,0.484261
merge_hybrid,reverse,50,72500,24.9822,24.898,0.298101
merge_hybrid,reverse,50,72600,25.3322,25.288,0.730771
merge_hybrid,reverse,50,72700,24.7044,24.641,0.317441
merge_hybrid,reverse,50,72800,25.1258,24.8,0.605045
merge_hybrid,reverse,50,72900,24.8406,24.585,0.522948
merge_hybrid,reverse,50,73000,24.7458,24.632,0.25031
merge_hybrid,reverse,50,73100,24.877,24.887,0.494429
merge_hybrid,reverse,50,73200,24.7008,24.484,0.314935
merge_hybrid,reverse,50,73300,24.8868,24.588,0.46631
merge_hybrid,reverse,50,73400,25.2308,25.357,0.467222
merge_hybrid,reverse,50,73500,26.097,26.263,1.03608
merge_hybrid,reverse,50,73600,25.4824,25.419,0.312299
merge_hybrid,reverse,50,73700,26.8836,26.035,2.35143
merge_hybrid,reverse,50,73800,25.5622,25.191,0.515744
merge_hybrid,reverse,50,73900,25.4198,25.22,0.323777
merge_hybrid,reverse,50,74000,25.4496,25.244,0.342109
merge_hybrid,reverse,50,74100,26.0922,26.128,0.677768
merge_hybrid,reverse,50,74200,25.5424,25.472,0.513753
merge_hybrid,reverse,50,74300,25.052,25.024,0.106239
merge_hybrid,reverse,50,74400,25.7862,26.023,0.513792
merge_hybrid,reverse,50,74500,25.7574,25.892,0.458025
merge_hybrid,reverse,50,74600,25.6184,25.54,0.23026
merge_hybrid,reverse,50,74700,25.7416,25.764,0.252384
merge_hybrid,reverse,50,74800,25.9592,25.733,0.510868
merge_hybrid,reverse,50,74900,26.3368,26.014,0.729858
merge_hybrid,reverse,50,75000,26.1546,26.186,0.204032
merge_hybrid,reverse,50,75100,27.4378,27.673,0.497734
merge_hybrid,reverse,50,75200,27.1656,26.576,1.21786
merge_hybrid,reverse,50,75300,26.2174,25.746,0.716173
merge_hybrid,reverse,50,75400,26.0784,25.944,0.25886
merge_hybrid,reverse,50,75500,26.8402,26.317,1.18442
merge_hybrid,reverse,50,75600,26.17,25.965,0.512231
merge_hybrid,reverse,50,75700,26.1446,25.998,0.304963
merge_hybrid,reverse,50,75800,27.2102,26.942,0.578859
merge_hybrid,reverse,50,75900,26.4136,26.188,0.466053
merge_hybrid,reverse,50,76000,27.6906,26.749,1.79404
merge_hybrid,reverse,50,76100,32.677,31.279,4.14474
merge_hybrid,reverse,50,76200,27.4272,26.641,1.21213
merge_hybrid,reverse,50,76300,29.0956,27.17,3.11655
merge_hybrid,reverse,50,76400,30.2164,29.847,1.93291
merge_hybrid,reverse,50,76500,29.9246,30.383,2.70614
merge_hybrid,reverse,50,76600,27.006,26.78,0.465375
merge_hybrid,reverse,50,76700,26.8124,26.663,0.23772
merge_hybrid,reverse,50,76800,26.3174,26.224,0.272286
merge_hybrid,reverse,50,76900,27.2752,26.485,1.56382
merge_hybrid,reverse,50,77000,26.6348,26.55,0.415889
merge_hybrid,reverse,50,77100,26.8414,26.511,0.488515
merge_hybrid,reverse,50,77200,27.4832,27.228,0.568086
merge_hybrid,reverse,50,77300,27.8528,28.259,0.73106
merge_hybrid,reverse,50,77400,27.4732,27.201,0.4901
merge_hybrid,reverse,50,77500,27.6028,27.367,0.489496
merge_hybrid,reverse,50,77600,27.436,27.291,0.359694
merge_hybrid,reverse,50,77700,27.8218,27.584,0.824429
merge_hybrid,reverse,50,77800,27.8902,27.634,0.810392
merge_hybrid,reverse,50,77900,27.6496,27.561,0.525346
merge_hybrid,reverse,50,78000,27.6778,27.681,0.250217
merge_hybrid,reverse,50,78100,28.5382,28.468,0.806075
merge_hybrid,reverse,50,78200,27.3398,27.19,0.36864
merge_hybrid,reverse,50,78300,27.7198,27.189,0.810359
merge_hybrid,reverse,50,78400,27.7598,27.411,0.663441
merge_hybrid,reverse,50,78500,28.1758,28.248,0.427256
merge_hybrid,reverse,50,78600,28.273,28.31,0.250546
merge_hybrid,reverse,50,78700,28.585,28.418,0.770124
merge_hybrid,reverse,50,78800,32.3752,32.563,3.26468
merge_hybrid,reverse,50,78900,36.9892,36.012,4.59106
merge_hybrid,reverse,50,79000,28.5194,28.555,0.287515
merge_hybrid,reverse,50,79100,28.456,28.027,0.926881
merge_hybrid,reverse,50,79200,28.2208,27.966,0.555909
merge_hybrid,reverse,50,79300,28.777,28.774,0.662905
merge_hybrid,reverse,50,79400,28.0764,27.804,0.521562
merge_hybrid,reverse,50,79500,28.634,28.653,0.437529
merge_hybrid,reverse,50,79600,28.2174,28.283,0.308483
merge_hybrid,reverse,50,79700,28.7058,28.889,0.450905
merge_hybrid,reverse,50,79800,28.9812,29.136,0.240701
merge_hybrid,reverse,50,79900,28.9962,28.639,0.755979
merge_hybrid,reverse,50,80000,29.209,29.316,0.463018
merge_hybrid,reverse,50,80100,29.2544,28.878,0.656581
merge_hybrid,reverse,50,80200,35.332,35.201,4.18702
merge_hybrid,reverse,50,80300,34.3766,34.506,3.37036
merge_hybrid,reverse,50,80400,28.4734,28.284,0.534887
merge_hybrid,reverse,50,80500,28.852,28.858,0.441821
merge_hybrid,reverse,50,80600,28.687,28.681,0.473975
merge_hybrid,reverse,50,80700,29.1298,29.087,0.75739
merge_hybrid,reverse,50,80800,29.0486,29.296,0.474703
merge_hybrid,reverse,50,80900,28.7746,28.743,0.146714
merge_hybrid,reverse,50,81000,37.2308,36.876,3.47344
merge_hybrid,reverse,50,81100,37.415,36.54,3.70071
merge_hybrid,reverse,50,81200,30.0296,30.094,0.292857
merge_hybrid,reverse,50,81300,29.7288,29.639,0.340413
merge_hybrid,reverse,50,81400,29.8638,29.869,0.501706
merge_hybrid,reverse,50,81500,29.44,29.29,0.31862
merge_hybrid,reverse,50,81600,30.1698,29.945,1.03558
merge_hybrid,reverse,50,81700,29.7426,29.843,0.760329
merge_hybrid,reverse,50,81800,29.1724,29.116,0.261186
merge_hybrid,reverse,50,81900,29.341,29.264,0.371577
merge_hybrid,reverse,50,82000,33.1792,33.651,2.41478
merge_hybrid,reverse,50,82100,29.8434,29.692,0.399591
merge_hybrid,reverse,50,82200,30.7102,30.654,0.36906
merge_hybrid,reverse,50,82300,30.5604,30.022,0.97722
merge_hybrid,reverse,50,82400,30.0566,29.899,0.324205
merge_hybrid,reverse,50,82500,30.5304,30.538,0.368562
merge_hybrid,reverse,50,82600,30.6586,30.744,0.68916
merge_hybrid,reverse,50,82700,35.4246,34.109,5.03756
merge_hybrid,reverse,50,82800,29.5828,29.54,0.119531
merge_hybrid,reverse,50,82900,29.8714,29.629,0.493283
merge_hybrid,reverse,50,83000,30.0268,29.82,0.613727
merge_hybrid,reverse,50,83100,32.1832,31.263,2.77025
merge_hybrid,reverse,50,83200,30.0114,29.93,0.223884
merge_hybrid,reverse,50,83300,30.6744,30.539,0.46807
merge_hybrid,reverse,50,83400,30.7504,30.493,0.536382
merge_hybrid,reverse,50,83500,31.2058,30.641,1.18435
merge_hybrid,reverse,50,83600,32.9358,31.46,3.03481
merge_hybrid,reverse,50,83700,30.9426,30.904,0.414611
merge_hybrid,reverse,50,83800,31.2966,31.073,0.614572
merge_hybrid,reverse,50,83900,32.3498,32.966,1.06035
merge_hybrid,reverse,50,84000,30.3888,30.717,0.512225
merge_hybrid,reverse,50,84100,30.2516,30.019,0.438076
merge_hybrid,reverse,50,84200,31.3448,30.988,1.05266
merge_hybrid,reverse,50,84300,30.7572,30.866,0.205904
merge_hybrid,reverse,50,84400,32.9298,32.684,1.74521
merge_hybrid,reverse,50,84500,34.8434,33.863,3.50321
merge_hybrid,reverse,50,84600,35.081,35.075,0.527466
merge_hybrid,reverse,50,84700,31.6336,31.308,0.57122
merge_hybrid,reverse,50,84800,36.907,35.98,2.08066
merge_hybrid,reverse,50,84900,31.5864,31.347,0.626451
merge_hybrid,reverse,50,85000,31.3686,31.502,0.57234
merge_hybrid,reverse,50,85100,31.549,31.67,0.339486
merge_hybrid,reverse,50,85200,31.2736,31.289,0.295508
merge_hybrid,reverse,50,85300,34.5738,33.142,2.93786
merge_hybrid,reverse,50,85400,31.3366,31.284,0.230185
merge_hybrid,reverse,50,85500,32.2256,32.459,0.629114
merge_hybrid,reverse,50,85600,35.1286,33.893,3.44547
merge_hybrid,reverse,50,85700,32.3854,32.358,0.353345
merge_hybrid,reverse,50,85800,31.8878,31.9,0.0536261
merge_hybrid,reverse,50,85900,36.8838,36.012,2.23965
merge_hybrid,reverse,50,86000,32.7146,32.356,0.725009
merge_hybrid,reverse,50,86100,32.3752,32.386,0.489363
merge_hybrid,reverse,50,86200,32.3738,31.978,0.573051
merge_hybrid,reverse,50,86300,32.606,32.177,0.790293
merge_hybrid,reverse,50,86400,34.6536,33.198,3.28738
merge_hybrid,reverse,50,86500,32.0274,31.898,0.252158
merge_hybrid,reverse,50,86600,32.3272,32.558,0.397278
merge_hybrid,reverse,50,86700,32.8744,32.827,0.437316
merge_hybrid,reverse,50,86800,32.884,32.54,0.531333
merge_hybrid,reverse,50,86900,33.2122,33.298,0.387296
merge_hybrid,reverse,50,87000,39.0088,38.609,1.77108
merge_hybrid,reverse,50,87100,32.4524,32.384,0.211385
merge_hybrid,reverse,50,87200,33.3092,33.388,0.837887
merge_hybrid,reverse,50,87300,32.8256,32.878,0.430028
merge_hybrid,reverse,50,87400,33.1096,32.816,0.46474
merge_hybrid,reverse,50,87500,36.4766,34.726,3.57916
merge_hybrid,reverse,50,87600,32.8996,32.292,0.843823
merge_hybrid,reverse,50,87700,33.3688,32.74,1.00879
merge_hybrid,reverse,50,87800,32.7246,32.641,0.208237
merge_hybrid,reverse,50,87900,33.507,33.405,0.48775
merge_hybrid,reverse,50,88000,39.7816,39.2,4.17724
merge_hybrid,reverse,50,88100,33.493,33.168,0.581323
merge_hybrid,reverse,50,88200,36.8668,38.412,2.67517
merge_hybrid,reverse,50,88300,33.7218,33.207,0.983764
merge_hybrid,reverse,50,88400,37.522,36.365,3.30322
merge_hybrid,reverse,50,88500,33.2986,33.319,0.142675
merge_hybrid,reverse,50,88600,34.2158,33.754,1.03856
merge_hybrid,reverse,50,88700,33.0774,32.864,0.368438
merge_hybrid,reverse,50,88800,39.4622,37.979,2.65268
merge_hybrid,reverse,50,88900,34.1652,33.704,0.651869
merge_hybrid,reverse,50,89000,34.0868,33.618,0.649132
merge_hybrid,reverse,50,89100,34.2256,34.183,0.454532
merge_hybrid,reverse,50,89200,34.3936,34.451,0.351463
merge_hybrid,reverse,50,89300,34.4152,34.014,0.62115
merge_hybrid,reverse,50,89400,33.9818,33.648,0.580128
merge_hybrid,reverse,50,89500,34.2478,33.785,0.618617
merge_hybrid,reverse,50,89600,33.735,33.582,0.36111
merge_hybrid,reverse,50,89700,34.3926,33.756,1.14684
merge_hybrid,reverse,50,89800,34.2588,34.454,0.328738
merge_hybrid,reverse,50,89900,34.4726,34.51,0.433697
merge_hybrid,reverse,50,90000,34.3464,34.067,0.533606
merge_hybrid,reverse,50,90100,35.6944,35.357,1.47519
merge_hybrid,reverse,50,90200,34.7816,34.563,0.46236
merge_hybrid,reverse,50,90300,40.6316,38.774,6.30584
merge_hybrid,reverse,50,90400,34.7014,34.285,0.893203
merge_hybrid,reverse,50,90500,-510.199,36.78,1095.97
merge_hybrid,reverse,50,90600,34.755,34.923,0.459402
merge_hybrid,reverse,50,90700,34.8608,35.052,0.468906
merge_hybrid,reverse,50,90800,34.986,34.429,0.875707
merge_hybrid,reverse,50,90900,35.0004,35.184,0.575903
merge_hybrid,reverse,50,91000,35.0004,34.957,0.283845
merge_hybrid,reverse,50,91100,35.9948,36.36,0.621804
merge_hybrid,reverse,50,91200,35.355,34.892,0.941609
merge_hybrid,reverse,50,91300,36.6198,35.945,1.50249
merge_hybrid,reverse,50,91400,35.5516,35.843,0.42556
merge_hybrid,reverse,50,91500,35.8618,35.912,0.833361
merge_hybrid,reverse,50,91600,35.4594,35.182,0.96967
merge_hybrid,reverse,50,91700,35.1436,34.753,0.753331
merge_hybrid,reverse,50,91800,36.4214,35.508,2.22528
merge_hybrid,reverse,50,91900,35.8424,35.864,0.467538
merge_hybrid,reverse,50,92000,36.6114,36.192,1.27632
merge_hybrid,reverse,50,92100,35.9382,36.151,0.405742
merge_hybrid,reverse,50,92200,35.9546,35.594,0.497533
merge_hybrid,reverse,50,92300,35.8508,35.769,0.173335
merge_hybrid,reverse,50,92400,36.1838,35.403,1.27793
merge_hybrid,reverse,50,92500,35.9042,35.447,0.857927
merge_hybrid,reverse,50,92600,44.4422,44.55,2.52023
merge_hybrid,reverse,50,92700,35.8512,35.799,0.448492
merge_hybrid,reverse,50,92800,35.707,35.63,0.334039
